,date,total crashes,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,day_of_week
547,2022-07-02,3.0,15.2,11.9,13.4,15.2,11.9,13.4,11.0,85.6,1.433,100,25.0,rain,0.0,0.0,35.3,23.1,226.3,1017.4,76.2,11.6,151.2,13.3,5,2022-07-02T04:58:29,2022-07-02T21:30:05,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,7
548,2022-07-03,1.0,18.1,11.6,14.5,18.1,11.6,14.5,11.2,81.7,0.136,100,8.33,rain,0.0,0.0,29.5,25.0,258.3,1019.8,69.5,12.0,209.5,18.3,6,2022-07-03T04:59:14,2022-07-03T21:29:41,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,8
549,2022-07-04,2.0,17.2,10.6,13.9,17.2,10.6,13.9,10.6,81.0,0.0,0,0.0,,0.0,0.0,29.5,24.7,266.1,1022.4,69.2,12.9,240.2,20.8,8,2022-07-04T05:00:01,2022-07-04T21:29:14,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,2
550,2022-07-05,2.0,19.0,10.5,14.9,19.0,10.5,14.9,11.0,78.3,0.0,0,0.0,rain,0.0,0.0,25.9,21.6,278.2,1025.9,54.1,12.1,228.3,19.7,5,2022-07-05T05:00:50,2022-07-05T21:28:44,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,3
551,2022-07-06,1.0,20.4,13.0,16.8,20.4,13.0,16.8,13.2,79.8,0.0,0,0.0,,0.0,0.0,31.7,27.1,270.2,1028.1,57.0,12.2,278.9,24.1,9,2022-07-06T05:01:41,2022-07-06T21:28:11,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,4
552,2022-07-07,7.0,21.2,15.1,17.4,21.2,15.1,17.4,13.1,76.9,0.0,0,0.0,,0.0,0.0,31.7,20.9,316.5,1030.0,60.9,12.5,245.0,21.2,8,2022-07-07T05:02:35,2022-07-07T21:27:35,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
553,2022-07-08,3.0,23.4,13.8,19.0,23.4,13.8,19.0,14.2,75.2,0.0,0,0.0,,0.0,0.0,25.9,19.6,284.7,1032.9,10.3,12.5,320.3,27.6,9,2022-07-08T05:03:31,2022-07-08T21:26:56,0.32,Clear,Clear conditions throughout the day.,clear-day,6
554,2022-07-09,1.0,23.3,13.6,18.9,23.3,13.6,18.9,12.9,69.6,0.0,0,0.0,,0.0,0.0,29.5,16.3,324.4,1031.2,17.3,12.9,288.3,25.0,9,2022-07-09T05:04:30,2022-07-09T21:26:14,0.35,Clear,Clear conditions throughout the day.,clear-day,7
555,2022-07-10,2.0,26.1,12.7,19.5,26.1,12.7,19.5,9.8,57.2,0.0,0,0.0,,0.0,0.0,20.5,15.2,338.9,1027.4,5.4,13.1,331.0,28.5,9,2022-07-10T05:05:30,2022-07-10T21:25:30,0.39,Clear,Clear conditions throughout the day.,clear-day,8
556,2022-07-11,6.0,27.2,15.4,22.0,27.2,15.4,22.0,12.4,55.3,0.0,0,0.0,,0.0,0.0,22.3,14.4,194.2,1023.5,7.4,13.3,308.3,26.6,8,2022-07-11T05:06:32,2022-07-11T21:24:42,0.42,Clear,Clear conditions throughout the day.,clear-day,2
557,2022-07-12,4.0,25.3,17.7,21.4,25.3,17.7,21.4,13.3,60.2,0.0,0,0.0,,0.0,0.0,20.5,12.7,241.4,1022.6,61.0,12.3,146.9,12.7,5,2022-07-12T05:07:37,2022-07-12T21:23:52,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,3
558,2022-07-13,3.0,23.1,16.0,19.4,23.1,16.0,19.4,13.7,70.6,0.0,0,0.0,,0.0,0.0,22.3,18.2,276.4,1022.7,44.5,11.3,256.3,21.9,8,2022-07-13T05:08:43,2022-07-13T21:22:58,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,4
559,2022-07-14,7.0,21.1,11.9,17.2,21.1,11.9,17.2,9.1,59.8,0.0,0,0.0,,0.0,0.0,41.7,16.9,330.6,1024.2,27.1,11.8,283.2,24.6,9,2022-07-14T05:09:51,2022-07-14T21:22:02,0.52,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,5
560,2022-07-15,3.0,21.1,11.9,17.0,21.1,11.9,17.0,10.8,67.4,0.0,0,0.0,,0.0,0.0,40.0,23.9,269.1,1025.0,12.2,11.5,279.9,24.1,10,2022-07-15T05:11:00,2022-07-15T21:21:04,0.56,Clear,Clear conditions throughout the day.,clear-day,6
561,2022-07-16,4.0,25.1,11.9,18.9,25.1,11.9,18.9,11.3,63.8,0.0,0,0.0,,0.0,0.0,22.3,15.9,66.8,1025.3,0.6,11.0,310.1,26.8,8,2022-07-16T05:12:12,2022-07-16T21:20:02,0.59,Clear,Clear conditions throughout the day.,clear-day,7
562,2022-07-17,2.0,28.9,15.8,22.4,27.8,15.8,22.3,9.7,47.5,0.0,0,0.0,,0.0,0.0,35.3,23.9,140.3,1024.2,4.2,10.9,295.1,25.4,8,2022-07-17T05:13:25,2022-07-17T21:18:59,0.62,Clear,Clear conditions throughout the day.,clear-day,8
563,2022-07-18,2.0,34.0,16.9,26.0,32.5,16.9,25.5,10.5,38.9,0.0,0,0.0,,0.0,0.0,22.3,16.5,133.6,1019.0,4.6,11.3,284.2,24.6,8,2022-07-18T05:14:40,2022-07-18T21:17:52,0.66,Clear,Clear conditions throughout the day.,clear-day,2
564,2022-07-19,5.0,31.0,19.1,26.3,30.1,19.1,26.2,13.5,46.9,0.11,100,4.17,rain,0.0,0.0,37.6,24.9,150.2,1011.6,19.4,11.0,248.2,21.5,8,2022-07-19T05:15:56,2022-07-19T21:16:43,0.69,Rain,Clear conditions throughout the day with late afternoon rain.,rain,3
565,2022-07-20,1.0,20.3,17.0,18.6,20.3,17.0,18.6,15.7,83.5,0.313,100,16.67,rain,0.0,0.0,24.1,21.0,245.8,1016.2,90.0,10.8,126.0,11.0,6,2022-07-20T05:17:13,2022-07-20T21:15:32,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,4
566,2022-07-21,4.0,20.4,13.9,17.6,20.4,13.9,17.6,11.8,69.2,0.0,0,0.0,rain,0.0,0.0,18.4,12.7,343.7,1022.1,87.2,11.9,167.0,14.5,7,2022-07-21T05:18:32,2022-07-21T21:14:18,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
567,2022-07-22,1.0,19.1,15.2,17.1,19.1,15.2,17.1,14.1,82.9,1.248,100,16.67,rain,0.0,0.0,27.7,16.9,285.2,1019.6,77.0,11.3,98.5,8.5,4,2022-07-22T05:19:52,2022-07-22T21:13:02,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,6
568,2022-07-23,1.0,19.3,11.9,16.5,19.3,11.9,16.5,13.7,83.5,0.109,100,8.33,rain,0.0,0.0,33.5,22.0,204.7,1018.4,66.3,11.8,130.9,11.4,5,2022-07-23T05:21:13,2022-07-23T21:11:43,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,7
569,2022-07-24,0.0,22.0,16.2,18.6,22.0,16.2,18.6,16.0,85.5,0.256,100,8.33,rain,0.0,0.0,48.2,27.3,186.0,1012.7,90.4,11.2,148.4,12.8,8,2022-07-24T05:22:36,2022-07-24T21:10:23,0.86,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,8
570,2022-07-25,2.0,18.4,14.3,16.5,18.4,14.3,16.5,13.6,83.0,0.616,100,25.0,rain,0.0,0.0,53.6,29.2,255.0,1011.4,89.2,11.6,159.1,14.0,6,2022-07-25T05:23:59,2022-07-25T21:09:00,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,2
571,2022-07-26,1.0,19.2,12.9,15.7,19.2,12.9,15.7,9.7,68.5,0.0,0,0.0,rain,0.0,0.0,27.5,17.9,294.1,1020.0,70.1,12.4,191.7,16.5,6,2022-07-26T05:25:24,2022-07-26T21:07:35,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,3
572,2022-07-27,6.0,20.7,9.9,15.8,20.7,8.0,15.6,10.0,69.6,0.0,0,0.0,rain,0.0,0.0,24.1,18.2,106.1,1019.6,44.9,12.3,165.4,14.2,6,2022-07-27T05:26:49,2022-07-27T21:06:07,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,4
573,2022-07-28,3.0,21.2,13.1,16.9,21.2,13.1,16.9,11.0,69.1,0.0,0,0.0,,0.0,0.0,31.7,14.4,74.2,1016.6,72.4,12.1,89.3,7.9,4,2022-07-28T05:28:15,2022-07-28T21:04:38,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
574,2022-07-29,3.0,24.9,12.2,18.9,24.9,12.2,18.9,10.8,61.2,0.0,0,0.0,,0.0,0.0,25.9,14.2,187.7,1018.5,48.8,12.1,287.2,24.7,8,2022-07-29T05:29:43,2022-07-29T21:03:07,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
575,2022-07-30,6.0,20.4,14.7,17.2,20.4,14.7,17.2,14.9,86.6,0.0,0,0.0,rain,0.0,0.0,29.5,24.7,243.3,1018.9,76.1,11.3,136.8,11.6,5,2022-07-30T05:31:11,2022-07-30T21:01:34,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,7
576,2022-07-31,0.0,22.1,17.1,18.6,22.1,17.1,18.6,16.8,89.6,0.885,100,29.17,rain,0.0,0.0,38.4,28.1,246.6,1017.2,83.3,10.4,194.2,16.8,8,2022-07-31T05:32:39,2022-07-31T20:59:58,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,8
577,2022-08-01,1.0,23.3,14.1,18.3,23.3,14.1,18.3,12.1,68.2,0.0,0,0.0,,0.0,0.0,34.6,18.5,295.0,1019.0,64.7,12.6,256.8,22.3,8,2022-08-01T05:34:09,2022-08-01T20:58:21,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,2
578,2022-08-02,5.0,22.2,18.0,19.4,22.2,18.0,19.4,17.3,88.0,0.064,100,4.17,rain,0.0,0.0,37.1,22.6,227.9,1015.3,93.8,10.9,113.2,9.7,6,2022-08-02T05:35:39,2022-08-02T20:56:43,0.16,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,3
579,2022-08-03,6.0,21.7,15.4,18.5,21.7,15.4,18.5,15.6,83.6,0.271,100,12.5,rain,0.0,0.0,29.5,24.1,239.0,1013.7,89.2,11.3,202.2,17.2,8,2022-08-03T05:37:09,2022-08-03T20:55:02,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,4
580,2022-08-04,5.0,20.1,12.9,16.8,20.1,12.9,16.8,10.2,68.2,0.0,0,0.0,rain,0.0,0.0,24.1,22.0,294.2,1016.4,53.0,12.5,271.3,23.4,7,2022-08-04T05:38:41,2022-08-04T20:53:20,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
581,2022-08-05,4.0,20.0,10.9,15.4,20.0,10.9,15.4,7.5,60.3,0.0,0,0.0,,0.0,0.0,42.0,28.3,301.7,1023.8,38.7,13.0,260.4,22.4,8,2022-08-05T05:40:12,2022-08-05T20:51:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
582,2022-08-06,5.0,21.2,9.1,15.8,21.2,8.1,15.7,7.8,60.6,0.0,0,0.0,,0.0,0.0,25.9,16.6,333.2,1029.2,0.9,11.8,284.5,24.7,8,2022-08-06T05:41:44,2022-08-06T20:49:50,0.3,Clear,Clear conditions throughout the day.,clear-day,7
583,2022-08-07,3.0,24.1,10.9,18.1,24.1,10.9,18.1,10.1,61.9,0.0,0,0.0,,0.0,0.0,18.4,14.6,322.1,1026.8,0.0,11.8,287.2,24.8,8,2022-08-07T05:43:17,2022-08-07T20:48:03,0.34,Clear,Clear conditions throughout the day.,clear-day,8
584,2022-08-08,3.0,26.2,12.7,20.0,26.2,12.7,20.0,11.3,59.8,0.0,0,0.0,,0.0,0.0,22.3,16.1,13.6,1027.0,2.5,11.9,285.8,24.6,8,2022-08-08T05:44:50,2022-08-08T20:46:14,0.37,Clear,Clear conditions throughout the day.,clear-day,2
585,2022-08-09,5.0,28.0,13.0,21.3,27.4,13.0,21.3,11.5,56.1,0.0,0,0.0,,0.0,0.0,25.9,16.2,44.1,1028.4,0.5,11.9,282.2,24.4,8,2022-08-09T05:46:23,2022-08-09T20:44:24,0.41,Clear,Clear conditions throughout the day.,clear-day,3
586,2022-08-10,6.0,29.1,13.9,22.5,27.9,13.9,22.2,9.9,48.5,0.0,0,0.0,,0.0,0.0,27.7,19.6,66.4,1025.5,0.0,11.5,280.5,23.9,8,2022-08-10T05:47:57,2022-08-10T20:42:32,0.44,Clear,Clear conditions throughout the day.,clear-day,4
587,2022-08-11,2.0,31.1,15.0,24.1,29.4,15.0,23.6,10.4,45.1,0.322,100,4.17,rain,0.0,0.0,34.7,17.2,54.7,1021.7,0.0,12.4,279.7,24.0,8,2022-08-11T05:49:31,2022-08-11T20:40:39,0.48,Rain,Clear conditions throughout the day with late afternoon rain.,rain,5
588,2022-08-12,0.0,32.0,16.2,24.9,30.4,16.2,24.4,10.7,43.4,0.0,0,0.0,,0.0,0.0,29.5,18.7,72.9,1018.2,0.1,12.2,269.5,23.2,8,2022-08-12T05:51:05,2022-08-12T20:38:45,0.5,Clear,Clear conditions throughout the day.,clear-day,6
589,2022-08-13,4.0,32.0,16.3,24.9,30.4,16.3,24.4,10.7,43.1,0.0,0,0.0,,0.0,0.0,25.9,21.6,74.0,1014.0,4.9,11.9,258.8,22.2,7,2022-08-13T05:52:39,2022-08-13T20:36:49,0.55,Clear,Clear conditions throughout the day.,clear-day,7
590,2022-08-14,2.0,31.8,16.1,24.7,29.9,16.1,24.1,8.5,37.7,0.0,0,0.0,,0.0,0.0,25.9,16.5,82.6,1007.3,20.3,12.2,238.0,20.7,7,2022-08-14T05:54:14,2022-08-14T20:34:52,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,8
591,2022-08-15,1.0,24.9,17.6,20.0,24.9,17.6,20.0,13.9,69.3,0.199,100,12.5,rain,0.0,0.0,24.1,14.9,245.3,1003.6,50.2,11.1,118.5,10.4,8,2022-08-15T05:55:48,2022-08-15T20:32:54,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,2
592,2022-08-16,2.0,21.0,16.0,17.4,21.0,16.0,17.4,15.8,90.5,3.664,100,33.33,rain,0.0,0.0,22.3,17.2,28.4,1007.4,77.7,8.7,86.9,7.4,4,2022-08-16T05:57:23,2022-08-16T20:30:55,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,3
593,2022-08-17,2.0,20.0,15.3,17.2,20.0,15.3,17.2,15.4,89.6,1.834,100,8.33,rain,0.0,0.0,40.7,23.7,20.8,1012.9,93.6,9.7,102.9,9.0,6,2022-08-17T05:58:58,2022-08-17T20:28:54,0.68,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,4
594,2022-08-18,1.0,21.2,15.1,17.8,21.2,15.1,17.8,15.2,85.5,0.161,100,4.17,rain,0.0,0.0,35.3,19.8,237.8,1014.5,95.3,10.6,139.8,12.1,6,2022-08-18T06:00:33,2022-08-18T20:26:53,0.71,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,5
595,2022-08-19,3.0,20.1,14.3,17.2,20.1,14.3,17.2,12.5,75.6,0.09,100,8.33,rain,0.0,0.0,33.5,30.6,265.5,1015.6,71.3,11.2,225.7,19.4,7,2022-08-19T06:02:09,2022-08-19T20:24:50,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,6
596,2022-08-20,1.0,21.1,14.0,17.1,21.1,14.0,17.1,12.5,75.4,0.064,100,8.33,rain,0.0,0.0,29.5,28.7,241.8,1017.4,75.3,11.6,208.9,18.1,8,2022-08-20T06:03:44,2022-08-20T20:22:46,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,7
597,2022-08-21,1.0,21.1,13.9,17.2,21.1,13.9,17.2,12.5,74.9,0.0,0,0.0,,0.0,0.0,24.1,15.9,220.2,1015.6,73.2,11.4,176.8,15.2,6,2022-08-21T06:05:19,2022-08-21T20:20:42,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,8
598,2022-08-22,1.0,19.8,14.6,17.0,19.8,14.6,17.0,15.6,91.5,0.09,100,12.5,rain,0.0,0.0,29.5,17.7,163.6,1012.9,76.6,11.0,77.1,6.7,3,2022-08-22T06:06:55,2022-08-22T20:18:36,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,2
599,2022-08-23,1.0,23.2,15.3,19.0,23.2,15.3,19.0,16.2,85.0,0.416,100,12.5,rain,0.0,0.0,31.7,17.1,226.1,1013.5,90.7,12.0,138.7,12.0,5,2022-08-23T06:08:30,2022-08-23T20:16:30,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,3
600,2022-08-24,4.0,20.7,16.2,18.4,20.7,16.2,18.4,17.0,91.8,0.226,100,8.33,rain,0.0,0.0,27.7,19.3,211.8,1015.9,90.7,12.2,91.7,8.0,3,2022-08-24T06:10:05,2022-08-24T20:14:22,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,4
601,2022-08-25,3.0,20.9,14.0,16.9,20.9,14.0,16.9,14.4,86.1,0.398,100,25.0,rain,0.0,0.0,28.4,26.4,299.4,1018.6,71.9,10.6,125.1,10.9,6,2022-08-25T06:11:41,2022-08-25T20:12:14,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,5
602,2022-08-26,0.0,20.1,11.8,15.9,20.1,11.8,15.9,11.8,77.5,0.0,0,0.0,rain,0.0,0.0,20.6,14.1,259.6,1019.6,43.5,11.5,150.0,12.8,5,2022-08-26T06:13:16,2022-08-26T20:10:05,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
603,2022-08-27,1.0,23.9,12.6,17.9,23.9,12.6,17.9,12.4,73.2,0.0,0,0.0,,0.0,0.0,20.5,13.4,2.6,1019.2,38.3,11.5,222.9,19.5,8,2022-08-27T06:14:52,2022-08-27T20:07:56,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,7
604,2022-08-28,2.0,22.9,13.1,18.3,22.9,13.1,18.3,11.3,66.0,0.0,0,0.0,rain,0.0,0.0,26.8,16.7,73.9,1021.3,47.1,12.4,174.3,15.0,5,2022-08-28T06:16:27,2022-08-28T20:05:45,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,8
605,2022-08-29,1.0,22.9,13.1,17.9,22.9,13.1,17.9,10.5,64.2,0.0,0,0.0,,0.0,0.0,34.4,25.5,55.5,1022.6,46.9,13.1,183.1,15.8,8,2022-08-29T06:18:03,2022-08-29T20:03:34,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,2
606,2022-08-30,3.0,22.1,11.1,16.5,22.1,11.1,16.5,10.8,70.8,0.0,0,0.0,,0.0,0.0,37.8,23.8,36.1,1023.7,48.4,12.7,139.8,12.0,4,2022-08-30T06:19:38,2022-08-30T20:01:22,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,3
607,2022-08-31,0.0,22.3,12.1,17.4,22.3,12.1,17.4,11.3,70.2,0.0,0,0.0,,0.0,0.0,45.2,28.8,46.3,1023.9,47.8,12.5,195.5,16.9,7,2022-08-31T06:21:13,2022-08-31T19:59:10,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,4
608,2022-09-01,0.0,22.8,13.1,17.1,22.8,13.1,17.1,11.6,71.7,0.0,0,0.0,rain,0.0,0.0,44.6,28.8,51.9,1019.5,47.0,12.0,125.3,10.8,7,2022-09-01T06:22:49,2022-09-01T19:56:57,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
609,2022-09-02,4.0,23.7,14.1,18.4,23.7,14.1,18.4,12.5,70.8,0.0,0,0.0,,0.0,0.0,25.9,20.0,69.6,1012.8,41.1,10.9,172.5,15.0,6,2022-09-02T06:24:24,2022-09-02T19:54:43,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
610,2022-09-03,1.0,19.1,14.9,16.9,19.1,14.9,16.9,13.5,81.3,0.0,0,0.0,,0.0,0.0,31.9,23.9,166.9,1008.3,66.3,9.5,90.8,7.8,3,2022-09-03T06:25:59,2022-09-03T19:52:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,7
611,2022-09-04,0.0,21.0,17.0,18.4,21.0,17.0,18.4,14.8,79.5,2.504,100,25.0,rain,0.0,0.0,33.7,27.4,148.6,1011.4,72.0,10.6,47.1,4.2,2,2022-09-04T06:27:35,2022-09-04T19:50:15,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,8
612,2022-09-05,2.0,21.0,14.0,17.1,21.0,14.0,17.1,15.0,88.0,11.558,100,45.83,rain,0.0,0.0,34.4,25.6,140.5,1013.6,45.3,10.6,101.9,8.8,4,2022-09-05T06:29:10,2022-09-05T19:48:00,0.32,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,2
613,2022-09-06,6.0,19.9,14.0,16.6,19.9,14.0,16.6,13.3,81.9,4.186,100,62.5,rain,0.0,0.0,40.1,25.5,166.0,1009.9,42.7,10.5,133.9,11.5,5,2022-09-06T06:30:45,2022-09-06T19:45:44,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,3
614,2022-09-07,1.0,19.1,14.1,16.4,19.1,14.1,16.4,13.5,84.0,0.81,100,33.33,rain,0.0,0.0,37.9,23.8,167.7,1006.3,68.8,10.5,140.2,12.2,5,2022-09-07T06:32:21,2022-09-07T19:43:29,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,4
615,2022-09-08,4.0,17.1,14.0,15.2,17.1,14.0,15.2,13.7,91.1,7.492,100,75.0,rain,0.0,0.0,28.4,20.3,173.7,1002.1,77.9,10.6,95.3,8.1,6,2022-09-08T06:33:56,2022-09-08T19:41:12,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,5
616,2022-09-09,1.0,18.0,13.2,15.3,18.0,13.2,15.3,13.8,91.4,5.542,100,41.67,rain,0.0,0.0,37.0,28.8,266.2,1007.2,68.7,10.9,115.0,10.0,4,2022-09-09T06:35:31,2022-09-09T19:38:56,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,6
617,2022-09-10,2.0,20.0,13.0,16.1,20.0,13.0,16.1,13.1,83.2,0.0,0,0.0,rain,0.0,0.0,20.5,16.1,299.8,1016.3,48.6,11.0,122.5,10.6,4,2022-09-10T06:37:07,2022-09-10T19:36:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,7
618,2022-09-11,1.0,21.9,11.9,16.6,21.9,11.9,16.6,13.0,80.2,0.0,0,0.0,rain,0.0,0.0,25.8,22.0,141.3,1017.1,13.9,10.7,154.6,13.3,6,2022-09-11T06:38:42,2022-09-11T19:34:22,0.53,Clear,Clear conditions throughout the day.,clear-day,8
619,2022-09-12,2.0,23.1,15.9,19.3,23.1,15.9,19.3,15.1,76.9,0.0,0,0.0,rain,0.0,0.0,15.7,14.2,152.2,1011.5,17.2,10.8,112.5,9.7,5,2022-09-12T06:40:17,2022-09-12T19:32:04,0.57,Clear,Clear conditions throughout the day.,clear-day,2
620,2022-09-13,4.0,18.0,13.2,14.7,18.0,13.2,14.7,12.9,89.4,3.085,100,58.33,rain,0.0,0.0,36.6,25.6,56.2,1010.7,48.7,10.5,56.2,4.7,2,2022-09-13T06:41:53,2022-09-13T19:29:47,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,3
621,2022-09-14,3.0,20.0,12.2,15.0,20.0,12.2,15.0,12.1,84.0,1.043,100,41.67,rain,0.0,0.0,22.8,23.1,14.6,1008.4,45.9,10.4,188.2,16.3,6,2022-09-14T06:43:28,2022-09-14T19:27:29,0.63,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,4
622,2022-09-15,1.0,17.0,11.1,14.1,17.0,11.1,14.1,7.9,67.2,0.038,100,4.17,rain,0.0,0.0,26.4,19.7,340.8,1014.0,73.9,11.5,119.1,10.4,6,2022-09-15T06:45:04,2022-09-15T19:25:11,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,5
623,2022-09-16,3.0,16.0,9.0,12.2,16.0,7.6,11.8,5.8,66.1,0.0,0,0.0,,0.0,0.0,27.7,20.4,342.5,1019.4,16.1,11.6,166.7,14.2,5,2022-09-16T06:46:39,2022-09-16T19:22:53,0.69,Clear,Clear conditions throughout the day.,clear-day,6
624,2022-09-17,4.0,17.0,6.9,11.7,17.0,5.0,11.2,5.6,67.3,0.0,0,0.0,,0.0,0.0,27.8,16.2,307.8,1023.4,7.4,11.5,192.5,16.5,7,2022-09-17T06:48:15,2022-09-17T19:20:35,0.75,Clear,Clear conditions throughout the day.,clear-day,7
625,2022-09-18,2.0,17.0,6.9,12.2,17.0,4.8,11.7,6.8,70.9,0.0,0,0.0,,0.0,0.0,28.9,22.2,297.9,1022.8,35.8,11.4,165.3,14.3,6,2022-09-18T06:49:51,2022-09-18T19:18:17,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,8
626,2022-09-19,1.0,16.1,9.8,12.8,16.1,8.6,12.7,9.4,80.3,0.0,0,0.0,,0.0,0.0,16.6,16.1,292.5,1024.8,17.8,11.3,102.1,8.8,4,2022-09-19T06:51:26,2022-09-19T19:15:58,0.79,Clear,Clear conditions throughout the day.,clear-day,2
627,2022-09-20,2.0,18.1,10.9,14.4,18.1,10.9,14.4,9.2,72.0,0.0,0,0.0,,0.0,0.0,12.0,9.0,307.4,1026.3,42.1,10.9,116.8,9.9,5,2022-09-20T06:53:02,2022-09-20T19:13:40,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,3
628,2022-09-21,4.0,19.0,11.8,15.1,19.0,11.8,15.1,9.7,72.0,0.0,0,0.0,,0.0,0.0,19.8,12.5,222.6,1025.4,56.9,10.8,138.7,11.9,6,2022-09-21T06:54:38,2022-09-21T19:11:22,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,4
629,2022-09-22,1.0,18.3,11.7,14.7,18.3,11.7,14.7,11.3,80.7,0.113,100,4.17,rain,0.0,0.0,27.8,20.5,201.5,1019.4,52.3,10.5,117.3,10.1,4,2022-09-22T06:56:14,2022-09-22T19:09:03,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,5
630,2022-09-23,1.0,18.0,12.9,14.9,18.0,12.9,14.9,10.7,78.0,0.701,100,25.0,rain,0.0,0.0,24.0,18.2,352.7,1015.9,62.3,11.3,155.3,13.4,6,2022-09-23T06:57:51,2022-09-23T19:06:45,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,6
