,first_road_class,road_type,speed_limit,junction_detail,light_conditions,weather_conditions,road_surface_conditions,preciptype,conditions,icon
816,4,2,20,3,1,1,2,rain,"Rain, Partially cloudy",rain
817,6,6,20,8,1,4,2,rain,"Rain, Partially cloudy",rain
818,6,6,20,3,1,9,1,rain,"Rain, Partially cloudy",rain
819,6,6,20,3,4,1,2,rain,"Rain, Overcast",rain
820,6,6,20,3,4,1,2,rain,"Rain, Overcast",rain
821,3,6,30,3,1,1,2,rain,"Rain, Overcast",rain
822,4,6,30,3,1,1,1,None,Overcast,cloudy
823,6,2,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
824,3,3,30,0,1,2,2,rain,"Rain, Partially cloudy",rain
825,1,3,70,0,6,1,1,None,Partially cloudy,partly-cloudy-day
826,4,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
827,4,6,20,3,1,1,2,rain,"Rain, Overcast",rain
828,4,6,20,3,1,5,2,rain,"Rain, Partially cloudy",rain
829,4,6,30,0,1,2,2,rain,"Rain, Overcast",rain
830,3,6,30,6,4,2,2,rain,"Rain, Overcast",rain
831,4,6,40,0,6,1,1,"rain,snow","Snow, Rain, Partially cloudy",rain
832,6,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
833,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
834,6,6,20,8,1,1,1,"rain,snow","Snow, Rain, Partially cloudy",rain
835,6,6,40,8,1,1,1,rain,"Rain, Partially cloudy",rain
836,3,6,20,3,4,1,1,rain,"Rain, Overcast",rain
837,3,6,20,3,1,1,1,rain,Rain,rain
838,3,6,30,8,1,1,1,rain,"Rain, Partially cloudy",rain
839,3,6,30,6,4,1,1,rain,"Rain, Partially cloudy",rain
840,3,6,20,3,1,1,1,"rain,snow","Snow, Rain, Partially cloudy",rain
841,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
842,3,6,20,3,4,1,1,None,Overcast,cloudy
843,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
844,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
845,4,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
846,4,6,20,6,1,1,1,None,Overcast,cloudy
847,3,2,20,0,4,2,2,rain,"Rain, Partially cloudy",rain
848,1,3,70,0,1,1,1,rain,Partially cloudy,partly-cloudy-day
849,4,6,20,3,4,1,1,rain,Partially cloudy,partly-cloudy-day
850,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
851,3,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
852,4,6,20,6,1,1,1,None,Partially cloudy,partly-cloudy-day
853,4,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
854,4,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
855,3,2,30,6,4,1,2,rain,"Rain, Partially cloudy",rain
856,4,6,20,0,4,1,1,rain,"Rain, Overcast",rain
857,4,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
858,4,6,20,3,1,1,1,None,Clear,clear-day
859,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
860,3,2,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
861,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
862,1,3,40,0,7,1,1,rain,"Rain, Partially cloudy",rain
863,3,6,20,3,1,1,1,None,Clear,clear-day
864,3,6,20,3,1,1,1,None,Clear,clear-day
865,4,6,30,6,4,1,1,rain,"Rain, Overcast",rain
866,4,6,20,3,1,1,1,None,Clear,clear-day
867,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
868,3,2,30,3,1,1,1,None,Clear,clear-day
869,4,6,20,6,1,1,1,None,Clear,clear-day
870,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
871,4,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
872,3,6,30,3,1,1,2,None,Partially cloudy,partly-cloudy-day
873,3,6,20,3,4,1,2,rain,"Rain, Overcast",rain
874,3,6,30,6,4,9,4,None,Clear,clear-day
875,1,7,30,1,4,1,1,rain,"Rain, Partially cloudy",rain
876,3,6,20,3,1,2,2,rain,"Rain, Partially cloudy",rain
877,6,6,20,0,1,9,1,rain,"Rain, Partially cloudy",rain
878,4,6,20,0,1,2,2,rain,"Rain, Partially cloudy",rain
879,4,6,20,3,4,1,1,rain,"Rain, Overcast",rain
880,3,6,20,9,4,1,1,rain,"Rain, Overcast",rain
881,3,6,20,3,1,2,2,rain,"Rain, Partially cloudy",rain
882,6,6,20,6,1,1,1,rain,Rain,rain
883,3,3,20,1,1,2,2,"rain,snow","Snow, Rain",rain
884,6,6,20,6,1,9,1,rain,"Rain, Partially cloudy",rain
885,6,6,20,6,1,4,1,rain,Rain,rain
886,6,6,30,3,1,1,1,rain,Rain,rain
887,6,2,20,3,1,1,1,rain,Rain,rain
888,6,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
889,3,1,40,1,1,1,1,None,Partially cloudy,partly-cloudy-day
890,3,6,20,0,4,1,1,rain,Rain,rain
891,6,6,20,0,4,1,1,None,Overcast,cloudy
892,6,6,20,3,4,1,1,rain,Rain,rain
893,6,6,30,0,1,1,1,None,Overcast,cloudy
894,3,3,30,0,4,1,1,rain,Partially cloudy,partly-cloudy-day
895,3,6,20,8,7,1,1,None,Partially cloudy,partly-cloudy-day
896,3,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
897,4,6,20,6,1,1,1,None,Overcast,cloudy
898,4,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
899,6,6,30,3,4,1,1,None,Overcast,cloudy
900,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
901,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
902,6,6,20,3,1,1,1,None,Overcast,cloudy
903,3,6,20,9,4,9,2,rain,"Rain, Partially cloudy",rain
904,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
905,6,6,20,3,1,1,1,rain,Rain,rain
906,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
907,6,6,20,3,1,8,1,rain,"Rain, Overcast",rain
908,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
909,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
910,6,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
911,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
912,6,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
913,6,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
914,3,6,20,6,1,1,1,rain,"Rain, Overcast",rain
915,3,6,20,3,4,8,2,rain,"Rain, Partially cloudy",rain
916,4,6,20,0,4,1,1,None,Overcast,cloudy
917,4,6,20,8,1,1,1,rain,"Rain, Overcast",rain
918,6,2,20,9,1,1,1,rain,"Rain, Partially cloudy",rain
919,6,2,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
920,3,1,30,1,1,1,1,rain,"Rain, Partially cloudy",rain
921,6,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
922,6,6,30,2,1,1,1,rain,"Rain, Partially cloudy",rain
923,4,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
924,3,7,30,1,4,2,2,rain,"Rain, Partially cloudy",rain
925,6,6,30,6,1,4,1,rain,"Rain, Partially cloudy",rain
926,6,6,20,3,4,4,1,rain,"Rain, Overcast",rain
927,6,2,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
928,3,3,40,1,4,2,2,rain,"Rain, Overcast",rain
929,6,6,20,3,4,5,2,rain,"Rain, Overcast",rain
930,6,6,20,1,1,4,1,"rain,snow","Snow, Rain, Partially cloudy",rain
931,6,6,20,3,1,5,2,rain,"Rain, Partially cloudy",rain
932,3,3,30,3,4,2,2,"rain,snow","Snow, Rain, Partially cloudy",rain
933,3,2,30,3,1,2,2,"rain,snow","Snow, Rain, Partially cloudy",rain
934,3,6,20,3,4,1,2,rain,"Rain, Partially cloudy",rain
935,6,6,20,0,4,1,1,None,Clear,clear-day
936,6,6,20,2,4,9,2,rain,"Rain, Overcast",rain
937,6,6,30,0,4,9,2,rain,"Rain, Overcast",rain
938,6,6,20,3,1,9,2,rain,"Rain, Overcast",rain
939,4,6,30,3,1,1,1,rain,"Rain, Overcast",rain
940,3,6,20,3,1,1,1,rain,"Rain, Overcast",rain
941,3,6,20,0,4,9,2,rain,"Rain, Overcast",rain
942,6,6,30,3,4,4,1,rain,"Rain, Partially cloudy",rain
943,4,6,30,3,4,1,1,rain,"Rain, Partially cloudy",rain
944,6,6,20,3,4,2,2,None,Clear,clear-day
945,6,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
946,3,6,30,6,1,1,1,rain,Rain,rain
947,3,3,30,3,4,1,2,rain,Rain,rain
948,6,6,20,3,4,1,1,rain,Partially cloudy,partly-cloudy-day
949,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
950,3,6,30,6,1,1,2,rain,"Rain, Partially cloudy",rain
951,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
952,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
953,3,1,30,1,1,1,1,rain,"Rain, Partially cloudy",rain
954,6,6,20,0,1,2,2,rain,"Rain, Partially cloudy",rain
955,3,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
956,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
957,4,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
958,3,2,20,9,7,1,1,rain,"Rain, Partially cloudy",rain
959,4,6,20,3,1,1,2,rain,"Rain, Partially cloudy",rain
960,6,6,20,3,1,1,1,None,Clear,clear-day
961,6,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
962,3,3,30,1,1,1,1,None,Clear,clear-day
963,3,6,30,0,1,1,1,rain,Clear,clear-day
964,4,6,20,3,1,1,1,None,Clear,clear-day
965,6,6,20,3,4,1,1,None,Clear,clear-day
966,3,1,30,1,1,1,1,None,Clear,clear-day
967,4,6,20,3,4,1,1,None,Clear,clear-day
968,6,6,20,3,1,1,1,None,Clear,clear-day
969,3,3,30,0,1,1,1,None,Clear,clear-day
970,1,3,70,0,1,1,2,rain,Rain,rain
971,6,6,20,3,1,1,1,rain,"Rain, Overcast",rain
972,3,6,40,3,4,1,1,rain,"Rain, Partially cloudy",rain
973,3,1,30,1,4,1,1,rain,"Rain, Partially cloudy",rain
974,6,6,30,3,4,1,1,rain,Rain,rain
975,3,6,40,0,1,1,1,"rain,snow","Snow, Rain, Partially cloudy",rain
976,3,6,30,0,1,1,1,None,Clear,clear-day
977,3,6,20,3,1,1,1,rain,"Rain, Overcast",rain
978,6,6,20,0,1,1,1,"rain,snow","Snow, Rain, Partially cloudy",rain
979,3,6,20,3,1,9,2,rain,"Rain, Partially cloudy",rain
980,3,6,20,3,7,1,1,None,Overcast,cloudy
981,6,2,20,5,1,1,1,rain,"Rain, Partially cloudy",rain
982,6,6,30,3,4,1,1,rain,Rain,rain
983,3,6,30,3,4,1,2,None,Overcast,cloudy
984,3,6,20,0,1,1,1,None,Overcast,cloudy
985,4,6,20,3,1,1,1,"rain,snow","Snow, Rain, Partially cloudy",rain
986,6,6,20,0,4,9,1,rain,"Rain, Overcast",rain
987,6,6,20,2,1,1,1,rain,Partially cloudy,partly-cloudy-day
988,3,2,30,3,1,1,1,rain,Partially cloudy,partly-cloudy-day
989,6,6,20,2,1,1,1,rain,"Rain, Partially cloudy",rain
990,4,6,20,3,1,1,1,rain,Clear,clear-day
991,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
992,3,6,30,3,4,1,1,None,Partially cloudy,partly-cloudy-day
993,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
994,3,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
995,3,6,30,3,4,1,1,rain,"Rain, Overcast",rain
996,3,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
997,3,3,30,5,1,1,1,rain,Partially cloudy,partly-cloudy-day
998,4,6,30,3,1,1,1,rain,Partially cloudy,partly-cloudy-day
999,6,6,20,3,4,1,1,None,Overcast,cloudy
1000,3,6,20,8,1,1,1,rain,"Rain, Partially cloudy",rain
1001,4,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
1002,6,6,20,0,1,1,1,rain,Partially cloudy,partly-cloudy-day
1003,3,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
1004,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1005,3,6,30,6,1,9,1,rain,Partially cloudy,partly-cloudy-day
1006,4,6,30,3,1,1,1,rain,Partially cloudy,partly-cloudy-day
1007,4,6,20,6,1,1,1,None,Clear,clear-day
1008,6,2,20,2,1,1,1,rain,Partially cloudy,partly-cloudy-day
1009,3,6,30,1,1,1,1,None,Partially cloudy,partly-cloudy-day
1010,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
1011,6,6,20,0,1,9,1,None,Partially cloudy,partly-cloudy-day
1012,3,6,20,8,1,1,1,rain,Partially cloudy,partly-cloudy-day
1013,6,6,20,1,1,1,1,rain,"Rain, Partially cloudy",rain
1014,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
1015,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1016,3,3,30,1,1,1,1,rain,"Rain, Partially cloudy",rain
1017,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1018,6,6,20,3,1,1,1,rain,Partially cloudy,partly-cloudy-day
1019,4,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
1020,3,6,20,3,1,1,1,rain,"Rain, Overcast",rain
1021,4,6,30,3,1,1,1,rain,"Rain, Overcast",rain
1022,3,1,30,1,1,1,1,rain,"Rain, Overcast",rain
1023,6,6,20,0,1,1,1,rain,"Rain, Overcast",rain
1024,3,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
1025,6,6,20,0,1,1,1,rain,Partially cloudy,partly-cloudy-day
1026,3,2,30,3,1,9,2,rain,"Rain, Partially cloudy",rain
1027,4,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1028,4,1,20,1,1,1,1,rain,Partially cloudy,partly-cloudy-day
1029,4,6,20,2,1,2,2,rain,"Rain, Partially cloudy",rain
1030,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1031,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1032,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
1033,4,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1034,3,6,30,3,1,9,1,None,Partially cloudy,partly-cloudy-day
1035,3,6,30,3,4,1,1,rain,"Rain, Partially cloudy",rain
1036,3,1,30,1,1,9,1,rain,Partially cloudy,partly-cloudy-day
1037,3,6,20,3,4,5,2,rain,"Rain, Partially cloudy",rain
1038,3,3,40,0,1,1,1,None,Partially cloudy,partly-cloudy-day
1039,6,2,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
1040,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
1041,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1042,3,6,30,3,1,9,1,rain,"Rain, Partially cloudy",rain
1043,3,6,20,3,4,5,2,None,Partially cloudy,partly-cloudy-day
1044,3,6,30,3,1,1,2,rain,"Rain, Overcast",rain
1045,3,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
1046,6,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
1047,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1048,3,2,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1049,4,6,20,3,4,1,2,rain,Rain,rain
1050,4,2,30,2,4,2,2,rain,"Rain, Partially cloudy",rain
1051,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1052,6,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
1053,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1054,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1055,3,6,30,6,4,5,2,rain,"Rain, Overcast",rain
1056,3,3,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1057,3,3,30,3,4,1,1,rain,"Rain, Partially cloudy",rain
1058,6,6,20,3,4,1,1,None,Clear,clear-day
1059,3,2,30,3,1,1,1,rain,Rain,rain
1060,6,2,20,0,1,2,2,rain,"Rain, Partially cloudy",rain
1061,6,6,30,0,1,1,2,rain,"Rain, Overcast",rain
1062,3,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
1063,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1064,6,6,20,0,1,1,2,rain,Partially cloudy,partly-cloudy-day
1065,4,6,20,0,1,1,1,rain,Overcast,cloudy
1066,3,6,30,3,1,1,1,rain,Partially cloudy,partly-cloudy-day
1067,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1068,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1069,3,1,20,1,1,1,1,rain,"Rain, Partially cloudy",rain
1070,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1071,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1072,6,6,20,8,1,1,1,rain,"Rain, Partially cloudy",rain
1073,6,6,20,2,4,1,1,rain,"Rain, Partially cloudy",rain
1074,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1075,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1076,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1077,4,6,30,0,4,1,1,rain,Partially cloudy,partly-cloudy-day
1078,3,3,40,0,1,1,1,rain,"Rain, Partially cloudy",rain
1079,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1080,3,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1081,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1082,3,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
1083,3,2,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1084,6,6,20,3,4,2,2,rain,"Rain, Partially cloudy",rain
1085,3,1,40,1,1,1,1,rain,"Rain, Partially cloudy",rain
1086,3,6,30,8,1,1,1,rain,"Rain, Partially cloudy",rain
1087,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1088,6,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
1089,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1090,4,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1091,6,6,30,8,4,1,1,rain,Partially cloudy,partly-cloudy-day
1092,3,6,20,0,1,1,1,rain,Partially cloudy,partly-cloudy-day
1093,3,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1094,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1095,4,1,30,1,1,1,1,None,Partially cloudy,partly-cloudy-day
1096,3,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1097,3,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
1098,3,6,30,6,1,1,1,None,Clear,clear-day
1099,3,2,20,3,4,1,1,None,Clear,clear-day
1100,6,6,20,0,1,1,1,None,Clear,clear-day
1101,6,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
1102,3,6,30,0,1,8,2,rain,"Rain, Partially cloudy",rain
1103,3,3,40,0,1,1,1,rain,"Rain, Partially cloudy",rain
1104,6,6,20,3,1,9,2,rain,"Rain, Partially cloudy",rain
1105,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
